ensemblgene,entrezgene,gene_name,path_description,path_ID
ENSG00000184983,4700,NDUFA6,Pathways of neurodegeneration - multiple diseases,path:hsa05022
ENSG00000272765,4700,NDUFA6,Pathways of neurodegeneration - multiple diseases,path:hsa05022
ENSG00000281013,4700,NDUFA6,Pathways of neurodegeneration - multiple diseases,path:hsa05022
ENSG00000273397,4700,NDUFA6,Pathways of neurodegeneration - multiple diseases,path:hsa05022
ENSG00000241837,539,ATP5PO,Pathways of neurodegeneration - multiple diseases,path:hsa05022
ENSG00000144891,185,AGTR1,Coronavirus disease - COVID-19,path:hsa05171
ENSG00000142937,6202,RPS8,Coronavirus disease - COVID-19,path:hsa05171
ENSG00000144891,185,AGTR1,Pathways in cancer,path:hsa05200
ENSG00000117560,356,FASLG,Pathways in cancer,path:hsa05200
ENSG00000198121,1902,LPAR1,Pathways in cancer,path:hsa05200
ENSG00000169100,293,SLC25A6,Diabetic cardiomyopathy,path:hsa05415
ENSG00000241837,539,ATP5PO,Diabetic cardiomyopathy,path:hsa05415
ENSG00000281013,4700,NDUFA6,Diabetic cardiomyopathy,path:hsa05415
ENSG00000273397,4700,NDUFA6,Diabetic cardiomyopathy,path:hsa05415
ENSG00000167863,10476,ATP5PD,Diabetic cardiomyopathy,path:hsa05415
ENSG00000277365,4700,NDUFA6,Diabetic cardiomyopathy,path:hsa05415
ENSG00000144891,185,AGTR1,Diabetic cardiomyopathy,path:hsa05415
ENSG00000184983,4700,NDUFA6,Diabetic cardiomyopathy,path:hsa05415
ENSG00000272765,4700,NDUFA6,Diabetic cardiomyopathy,path:hsa05415
