ensemblgene,entrezgene,gene_name,path_description,path_ID
ENSG00000161267,622,BDH1,Synthesis and degradation of ketone bodies,path:hsa00072
ENSG00000275544,622,BDH1,Synthesis and degradation of ketone bodies,path:hsa00072
ENSG00000052802,6307,MSMO1,Steroid biosynthesis,path:hsa00100
ENSG00000116133,1718,DHCR24,Steroid biosynthesis,path:hsa00100
ENSG00000143815,3930,LBR,Steroid biosynthesis,path:hsa00100
ENSG00000132196,51478,HSD17B7,Steroid biosynthesis,path:hsa00100
ENSG00000172893,1717,DHCR7,Steroid biosynthesis,path:hsa00100
ENSG00000133835,3295,HSD17B4,Primary bile acid biosynthesis,path:hsa00120
ENSG00000099377,80270,HSD3B7,Primary bile acid biosynthesis,path:hsa00120
ENSG00000173085,27235,COQ2,Ubiquinone and other terpenoid-quinone biosynthesis,path:hsa00130
ENSG00000110871,84274,COQ5,Ubiquinone and other terpenoid-quinone biosynthesis,path:hsa00130
ENSG00000158104,3242,HPD,Ubiquinone and other terpenoid-quinone biosynthesis,path:hsa00130
ENSG00000128039,79644,SRD5A3,Steroid hormone biosynthesis,path:hsa00140
ENSG00000196139,8644,AKR1C3,Steroid hormone biosynthesis,path:hsa00140
ENSG00000176387,3291,HSD11B2,Steroid hormone biosynthesis,path:hsa00140
ENSG00000132196,51478,HSD17B7,Steroid hormone biosynthesis,path:hsa00140
ENSG00000138061,1545,CYP1B1,Steroid hormone biosynthesis,path:hsa00140
ENSG00000277722,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000135390,517,ATP5MC2,Oxidative phosphorylation,path:hsa00190
ENSG00000168653,4725,NDUFS5,Oxidative phosphorylation,path:hsa00190
ENSG00000126267,1340,COX6B1,Oxidative phosphorylation,path:hsa00190
ENSG00000161281,1346,COX7A1,Oxidative phosphorylation,path:hsa00190
ENSG00000164405,27089,UQCRQ,Oxidative phosphorylation,path:hsa00190
ENSG00000115944,9167,COX7A2L,Oxidative phosphorylation,path:hsa00190
ENSG00000233954,440567,UQCRHL,Oxidative phosphorylation,path:hsa00190
ENSG00000156885,1339,COX6A2,Oxidative phosphorylation,path:hsa00190
ENSG00000186010,51079,NDUFA13,Oxidative phosphorylation,path:hsa00190
ENSG00000023228,4719,NDUFS1,Oxidative phosphorylation,path:hsa00190
ENSG00000127540,10975,UQCR11,Oxidative phosphorylation,path:hsa00190
ENSG00000154723,522,ATP5PF,Oxidative phosphorylation,path:hsa00190
ENSG00000109390,4717,NDUFC1,Oxidative phosphorylation,path:hsa00190
ENSG00000127184,1350,COX7C,Oxidative phosphorylation,path:hsa00190
ENSG00000169020,521,ATP5ME,Oxidative phosphorylation,path:hsa00190
ENSG00000111775,1337,COX6A1,Oxidative phosphorylation,path:hsa00190
ENSG00000166136,4714,NDUFB8,Oxidative phosphorylation,path:hsa00190
ENSG00000136521,4711,NDUFB5,Oxidative phosphorylation,path:hsa00190
ENSG00000004779,4706,NDUFAB1,Oxidative phosphorylation,path:hsa00190
ENSG00000033627,535,ATP6V0A1,Oxidative phosphorylation,path:hsa00190
ENSG00000275724,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000283447,4719,NDUFS1,Oxidative phosphorylation,path:hsa00190
ENSG00000145494,4726,NDUFS6,Oxidative phosphorylation,path:hsa00190
ENSG00000180817,5464,PPA1,Oxidative phosphorylation,path:hsa00190
ENSG00000117410,533,ATP6V0B,Oxidative phosphorylation,path:hsa00190
ENSG00000130414,4705,NDUFA10,Oxidative phosphorylation,path:hsa00190
ENSG00000010256,7384,UQCRC1,Oxidative phosphorylation,path:hsa00190
ENSG00000275605,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000113732,8992,ATP6V0E1,Oxidative phosphorylation,path:hsa00190
ENSG00000135940,1329,COX5B,Oxidative phosphorylation,path:hsa00190
ENSG00000185883,527,ATP6V0C,Oxidative phosphorylation,path:hsa00190
ENSG00000276061,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000169021,7386,UQCRFS1,Oxidative phosphorylation,path:hsa00190
ENSG00000170906,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000174886,126328,NDUFA11,Oxidative phosphorylation,path:hsa00190
ENSG00000274359,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000273642,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000276220,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000006695,1352,COX10,Oxidative phosphorylation,path:hsa00190
ENSG00000178127,4729,NDUFV2,Oxidative phosphorylation,path:hsa00190
ENSG00000278365,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000165629,509,ATP5F1C,Oxidative phosphorylation,path:hsa00190
ENSG00000065518,4710,NDUFB4,Oxidative phosphorylation,path:hsa00190
ENSG00000154518,518,ATP5MC3,Oxidative phosphorylation,path:hsa00190
ENSG00000276766,4696,NDUFA3,Oxidative phosphorylation,path:hsa00190
ENSG00000161653,162417,NAGS,Arginine biosynthesis,path:hsa00220
ENSG00000138735,8654,PDE5A,Purine metabolism,path:hsa00230
ENSG00000178035,3615,IMPDH2,Purine metabolism,path:hsa00230
ENSG00000239900,158,ADSL,Purine metabolism,path:hsa00230
ENSG00000079739,5236,PGM1,Purine metabolism,path:hsa00230
ENSG00000188833,377841,ENTPD8,Purine metabolism,path:hsa00230
ENSG00000123360,5153,PDE1B,Purine metabolism,path:hsa00230
ENSG00000186642,5138,PDE2A,Purine metabolism,path:hsa00230
ENSG00000129467,196883,ADCY4,Purine metabolism,path:hsa00230
ENSG00000168032,956,ENTPD3,Purine metabolism,path:hsa00230
ENSG00000162104,115,ADCY9,Purine metabolism,path:hsa00230
ENSG00000198585,131870,NUDT16,Purine metabolism,path:hsa00230
ENSG00000143627,5313,PKLR,Purine metabolism,path:hsa00230
ENSG00000132518,3000,GUCY2D,Purine metabolism,path:hsa00230
ENSG00000184588,5142,PDE4B,Purine metabolism,path:hsa00230
ENSG00000169299,55276,PGM2,Purine metabolism,path:hsa00230
ENSG00000262785,5313,PKLR,Purine metabolism,path:hsa00230
ENSG00000284814,196883,ADCY4,Purine metabolism,path:hsa00230
ENSG00000155085,221264,AK9,Purine metabolism,path:hsa00230
ENSG00000138185,953,ENTPD1,Purine metabolism,path:hsa00230
ENSG00000162433,205,AK4,Purine metabolism,path:hsa00230
ENSG00000065989,5141,PDE4A,Purine metabolism,path:hsa00230
ENSG00000061918,2983,GUCY1B1,Purine metabolism,path:hsa00230
ENSG00000139053,5149,PDE6H,Purine metabolism,path:hsa00230
ENSG00000093072,51816,ADA2,Purine metabolism,path:hsa00230
ENSG00000073417,5151,PDE8A,Purine metabolism,path:hsa00230
ENSG00000197586,955,ENTPD6,Purine metabolism,path:hsa00230
ENSG00000187097,957,ENTPD5,Purine metabolism,path:hsa00230
ENSG00000035687,159,ADSS2,Purine metabolism,path:hsa00230
ENSG00000143363,58497,PRUNE1,Purine metabolism,path:hsa00230
ENSG00000198077,1549,CYP2A7,Caffeine metabolism,path:hsa00232
ENSG00000168032,956,ENTPD3,Pyrimidine metabolism,path:hsa00240
ENSG00000187097,957,ENTPD5,Pyrimidine metabolism,path:hsa00240
ENSG00000100024,51733,UPB1,Pyrimidine metabolism,path:hsa00240
ENSG00000198276,54963,UCKL1,Pyrimidine metabolism,path:hsa00240
ENSG00000155085,221264,AK9,Pyrimidine metabolism,path:hsa00240
ENSG00000102967,1723,DHODH,Pyrimidine metabolism,path:hsa00240
ENSG00000188641,1806,DPYD,Pyrimidine metabolism,path:hsa00240
ENSG00000197586,955,ENTPD6,Pyrimidine metabolism,path:hsa00240
ENSG00000134326,129607,CMPK2,Pyrimidine metabolism,path:hsa00240
ENSG00000138185,953,ENTPD1,Pyrimidine metabolism,path:hsa00240
ENSG00000188833,377841,ENTPD8,Pyrimidine metabolism,path:hsa00240
ENSG00000162174,80150,ASRGL1,"Alanine, aspartate and glutamate metabolism",path:hsa00250
ENSG00000035687,159,ADSS2,"Alanine, aspartate and glutamate metabolism",path:hsa00250
ENSG00000198380,2673,GFPT1,"Alanine, aspartate and glutamate metabolism",path:hsa00250
ENSG00000239900,158,ADSL,"Alanine, aspartate and glutamate metabolism",path:hsa00250
ENSG00000226784,441531,PGAM4,"Glycine, serine and threonine metabolism",path:hsa00260
ENSG00000167720,63826,SRR,"Glycine, serine and threonine metabolism",path:hsa00260
ENSG00000131480,314,AOC2,"Glycine, serine and threonine metabolism",path:hsa00260
ENSG00000130005,2593,GAMT,"Glycine, serine and threonine metabolism",path:hsa00260
ENSG00000132837,29958,DMGDH,"Glycine, serine and threonine metabolism",path:hsa00260
ENSG00000140905,2653,GCSH,"Glycine, serine and threonine metabolism",path:hsa00260
ENSG00000166800,160287,LDHAL6A,Cysteine and methionine metabolism,path:hsa00270
ENSG00000105552,587,BCAT2,Cysteine and methionine metabolism,path:hsa00270
ENSG00000145293,58478,ENOPH1,Cysteine and methionine metabolism,path:hsa00270
ENSG00000149089,51074,APIP,Cysteine and methionine metabolism,path:hsa00270
ENSG00000116649,6723,SRM,Cysteine and methionine metabolism,path:hsa00270
ENSG00000127884,1892,ECHS1,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000143149,223,ALDH9A1,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000138029,3032,HADHB,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000114054,5096,PCCB,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000176715,197322,ACSF3,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000167315,10449,ACAA2,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000105552,587,BCAT2,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000248098,593,BCKDHA,"Valine, leucine and isoleucine degradation",path:hsa00280
ENSG00000105552,587,BCAT2,"Valine, leucine and isoleucine biosynthesis",path:hsa00290
ENSG00000118058,4297,KMT2A,Lysine degradation,path:hsa00310
ENSG00000183955,387893,KMT5A,Lysine degradation,path:hsa00310
ENSG00000108799,2145,EZH1,Lysine degradation,path:hsa00310
ENSG00000167548,8085,KMT2D,Lysine degradation,path:hsa00310
ENSG00000143149,223,ALDH9A1,Lysine degradation,path:hsa00310
ENSG00000109685,7468,NSD2,Lysine degradation,path:hsa00310
ENSG00000130309,79709,COLGALT1,Lysine degradation,path:hsa00310
ENSG00000127884,1892,ECHS1,Lysine degradation,path:hsa00310
ENSG00000152952,5352,PLOD2,Lysine degradation,path:hsa00310
ENSG00000142611,63976,PRDM16,Lysine degradation,path:hsa00310
ENSG00000143919,79823,CAMKMT,Lysine degradation,path:hsa00310
ENSG00000272333,9757,KMT2B,Lysine degradation,path:hsa00310
ENSG00000170364,6419,SETMAR,Lysine degradation,path:hsa00310
ENSG00000104885,84444,DOT1L,Lysine degradation,path:hsa00310
ENSG00000083444,5351,PLOD1,Lysine degradation,path:hsa00310
ENSG00000055609,58508,KMT2C,Lysine degradation,path:hsa00310
ENSG00000139718,23067,SETD1B,Lysine degradation,path:hsa00310
ENSG00000116731,7799,PRDM2,Lysine degradation,path:hsa00310
ENSG00000131730,1160,CKMT2,Arginine and proline metabolism,path:hsa00330
ENSG00000116649,6723,SRM,Arginine and proline metabolism,path:hsa00330
ENSG00000130005,2593,GAMT,Arginine and proline metabolism,path:hsa00330
ENSG00000088826,54498,SMOX,Arginine and proline metabolism,path:hsa00330
ENSG00000143149,223,ALDH9A1,Arginine and proline metabolism,path:hsa00330
ENSG00000241935,112817,HOGA1,Arginine and proline metabolism,path:hsa00330
ENSG00000150540,3176,HNMT,Histidine metabolism,path:hsa00340
ENSG00000143149,223,ALDH9A1,Histidine metabolism,path:hsa00340
ENSG00000139344,144193,AMDHD1,Histidine metabolism,path:hsa00340
ENSG00000281775,10841,FTCD,Histidine metabolism,path:hsa00340
ENSG00000006534,221,ALDH3B1,Histidine metabolism,path:hsa00340
ENSG00000160282,10841,FTCD,Histidine metabolism,path:hsa00340
ENSG00000158104,3242,HPD,Tyrosine metabolism,path:hsa00350
ENSG00000197894,128,ADH5,Tyrosine metabolism,path:hsa00350
ENSG00000131480,314,AOC2,Tyrosine metabolism,path:hsa00350
ENSG00000006534,221,ALDH3B1,Tyrosine metabolism,path:hsa00350
ENSG00000248144,126,ADH1C,Tyrosine metabolism,path:hsa00350
ENSG00000131480,314,AOC2,Phenylalanine metabolism,path:hsa00360
ENSG00000158104,3242,HPD,Phenylalanine metabolism,path:hsa00360
ENSG00000006534,221,ALDH3B1,Phenylalanine metabolism,path:hsa00360
ENSG00000127884,1892,ECHS1,Tryptophan metabolism,path:hsa00380
ENSG00000138061,1545,CYP1B1,Tryptophan metabolism,path:hsa00380
ENSG00000143149,223,ALDH9A1,Tryptophan metabolism,path:hsa00380
ENSG00000183077,125061,AFMID,Tryptophan metabolism,path:hsa00380
ENSG00000161533,51,ACOX1,beta-Alanine metabolism,path:hsa00410
ENSG00000127884,1892,ECHS1,beta-Alanine metabolism,path:hsa00410
ENSG00000139631,51380,CSAD,beta-Alanine metabolism,path:hsa00410
ENSG00000144644,339896,GADL1,beta-Alanine metabolism,path:hsa00410
ENSG00000087008,8310,ACOX3,beta-Alanine metabolism,path:hsa00410
ENSG00000100024,51733,UPB1,beta-Alanine metabolism,path:hsa00410
ENSG00000131480,314,AOC2,beta-Alanine metabolism,path:hsa00410
ENSG00000088826,54498,SMOX,beta-Alanine metabolism,path:hsa00410
ENSG00000143149,223,ALDH9A1,beta-Alanine metabolism,path:hsa00410
ENSG00000188641,1806,DPYD,beta-Alanine metabolism,path:hsa00410
ENSG00000006534,221,ALDH3B1,beta-Alanine metabolism,path:hsa00410
ENSG00000099998,2687,GGT5,Taurine and hypotaurine metabolism,path:hsa00430
ENSG00000167741,124975,GGT6,Taurine and hypotaurine metabolism,path:hsa00430
ENSG00000144644,339896,GADL1,Taurine and hypotaurine metabolism,path:hsa00430
ENSG00000139631,51380,CSAD,Taurine and hypotaurine metabolism,path:hsa00430
ENSG00000100031,2678,GGT1,Taurine and hypotaurine metabolism,path:hsa00430
ENSG00000161217,5130,PCYT1A,Phosphonate and phosphinate metabolism,path:hsa00440
ENSG00000198431,7296,TXNRD1,Selenocompound metabolism,path:hsa00450
ENSG00000179918,22928,SEPHS2,Selenocompound metabolism,path:hsa00450
ENSG00000184470,10587,TXNRD2,Selenocompound metabolism,path:hsa00450
ENSG00000247626,92935,MARS2,Selenocompound metabolism,path:hsa00450
ENSG00000109618,51091,SEPSECS,Selenocompound metabolism,path:hsa00450
ENSG00000100031,2678,GGT1,Glutathione metabolism,path:hsa00480
ENSG00000166825,290,ANPEP,Glutathione metabolism,path:hsa00480
ENSG00000099998,2687,GGT5,Glutathione metabolism,path:hsa00480
ENSG00000167468,2879,GPX4,Glutathione metabolism,path:hsa00480
ENSG00000143942,494143,CHAC2,Glutathione metabolism,path:hsa00480
ENSG00000182054,3418,IDH2,Glutathione metabolism,path:hsa00480
ENSG00000233276,2876,GPX1,Glutathione metabolism,path:hsa00480
ENSG00000116649,6723,SRM,Glutathione metabolism,path:hsa00480
ENSG00000163106,27306,HPGDS,Glutathione metabolism,path:hsa00480
ENSG00000204872,51471,NAT8B,Glutathione metabolism,path:hsa00480
ENSG00000211445,2878,GPX3,Glutathione metabolism,path:hsa00480
ENSG00000117862,51060,TXNDC12,Glutathione metabolism,path:hsa00480
ENSG00000148834,9446,GSTO1,Glutathione metabolism,path:hsa00480
ENSG00000167741,124975,GGT6,Glutathione metabolism,path:hsa00480
ENSG00000128965,79094,CHAC1,Glutathione metabolism,path:hsa00480
ENSG00000197448,373156,GSTK1,Glutathione metabolism,path:hsa00480
ENSG00000141349,92579,G6PC3,Starch and sucrose metabolism,path:hsa00500
ENSG00000068976,5837,PYGM,Starch and sucrose metabolism,path:hsa00500
ENSG00000105220,2821,GPI,Starch and sucrose metabolism,path:hsa00500
ENSG00000214013,2595,GANC,Starch and sucrose metabolism,path:hsa00500
ENSG00000282019,2821,GPI,Starch and sucrose metabolism,path:hsa00500
ENSG00000169299,55276,PGM2,Starch and sucrose metabolism,path:hsa00500
ENSG00000169764,7360,UGP2,Starch and sucrose metabolism,path:hsa00500
ENSG00000118094,11181,TREH,Starch and sucrose metabolism,path:hsa00500
ENSG00000079739,5236,PGM1,Starch and sucrose metabolism,path:hsa00500
ENSG00000104812,2997,GYS1,Starch and sucrose metabolism,path:hsa00500
ENSG00000100504,5836,PYGL,Starch and sucrose metabolism,path:hsa00500
ENSG00000100994,5834,PYGB,Starch and sucrose metabolism,path:hsa00500
ENSG00000182858,79087,ALG12,N-Glycan biosynthesis,path:hsa00510
ENSG00000033170,2530,FUT8,N-Glycan biosynthesis,path:hsa00510
ENSG00000172339,199857,ALG14,N-Glycan biosynthesis,path:hsa00510
ENSG00000244038,1650,DDOST,N-Glycan biosynthesis,path:hsa00510
ENSG00000198162,10905,MAN1A2,N-Glycan biosynthesis,path:hsa00510
ENSG00000167889,146664,MGAT5B,N-Glycan biosynthesis,path:hsa00510
ENSG00000117411,8704,B4GALT2,N-Glycan biosynthesis,path:hsa00510
ENSG00000134910,3703,STT3A,N-Glycan biosynthesis,path:hsa00510
ENSG00000139133,84920,ALG10,N-Glycan biosynthesis,path:hsa00510
ENSG00000115275,7841,MOGS,N-Glycan biosynthesis,path:hsa00510
ENSG00000128039,79644,SRD5A3,N-Glycan biosynthesis,path:hsa00510
ENSG00000112893,4124,MAN2A1,N-Glycan biosynthesis,path:hsa00510
ENSG00000000419,8813,DPM1,N-Glycan biosynthesis,path:hsa00510
ENSG00000109323,4126,MANBA,Other glycan degradation,path:hsa00511
ENSG00000179163,2517,FUCA1,Other glycan degradation,path:hsa00511
ENSG00000104774,4125,MAN2B1,Other glycan degradation,path:hsa00511
ENSG00000169660,284004,HEXD,Other glycan degradation,path:hsa00511
ENSG00000140400,4123,MAN2C1,Other glycan degradation,path:hsa00511
ENSG00000162139,10825,NEU3,Other glycan degradation,path:hsa00511
ENSG00000223658,728819,C1GALT1C1L,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000158089,79623,GALNT14,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000157350,6483,ST3GAL2,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000184005,256435,ST6GALNAC3,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000139629,11226,GALNT6,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000070731,10610,ST6GALNAC2,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000176928,51301,GCNT4,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000158470,9334,B4GALT5,Mucin type O-glycan biosynthesis,path:hsa00512
ENSG00000169660,284004,HEXD,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000244038,1650,DDOST,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000117411,8704,B4GALT2,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000182272,338707,B4GALNT4,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000182858,79087,ALG12,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000126091,6487,ST3GAL3,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000139044,283358,B4GALNT3,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000198162,10905,MAN1A2,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000172339,199857,ALG14,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000134910,3703,STT3A,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000112893,4124,MAN2A1,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000033170,2530,FUT8,Various types of N-glycan biosynthesis,path:hsa00513
ENSG00000169733,5986,RFNG,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000117411,8704,B4GALT2,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000139629,11226,GALNT6,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000009830,29954,POMT2,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000130309,79709,COLGALT1,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000223658,728819,C1GALT1C1L,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000126091,6487,ST3GAL3,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000163389,56983,POGLUT1,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000158089,79623,GALNT14,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000173950,152002,XXYLT1,Other types of O-glycan biosynthesis,path:hsa00514
ENSG00000112309,135152,B3GAT2,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000174684,11041,B4GAT1,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000185900,84197,POMK,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000117411,8704,B4GALT2,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000167889,146664,MGAT5B,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000109956,27087,B3GAT1,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000126091,6487,ST3GAL3,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000196371,2526,FUT4,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000009830,29954,POMT2,Mannose type O-glycan biosynthesis,path:hsa00515
ENSG00000113552,10007,GNPDA1,Amino sugar and nucleotide sugar metabolism,path:hsa00520
ENSG00000065615,51167,CYB5R4,Amino sugar and nucleotide sugar metabolism,path:hsa00520
ENSG00000079739,5236,PGM1,Amino sugar and nucleotide sugar metabolism,path:hsa00520
ENSG00000105220,2821,GPI,Amino sugar and nucleotide sugar metabolism,path:hsa00520
ENSG00000162066,51005,AMDHD2,Amino sugar and nucleotide sugar metabolism,path:hsa00520
ENSG00000108479,2584,GALK1,Amino sugar and nucleotide sugar metabolism,path:hsa00520
ENSG00000169764,7360,UGP2,Amino sugar and nucleotide sugar metabolism,path:hsa00520
